Typ,Nr,Namn,Address1,Address2,Address3,Address4,Address5,Telefon,ButiksTyp,Tjanster,SokOrd,Oppettider,RT90x,RT90y
Butik,1706,,Storgatan 23,,671 31,ARVIKA,Värmlands län,0570/106 70,,,VÄRMLAND;TORGET,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;19:00;;;0;_*2019-05-03;10:00;19:00;;;0;_*2019-05-04;10:00;15:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;19:00;;;0;_*2019-05-10;10:00;19:00;;;0;_*2019-05-11;10:00;15:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6619296.931,1318976.514
Butik,1707,,Storgatan 7,,683 32,HAGFORS,Värmlands län,0563/10822,,,VÄRMLAND;HAGFORS KYRKA;ÄLVSTRANDENS BILDNINGSCENTRUM;JÄRNVERKET,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;18:00;;;0;_*2019-05-03;10:00;19:00;;;0;_*2019-05-04;10:00;14:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;18:00;;;0;_*2019-05-10;10:00;19:00;;;0;_*2019-05-11;10:00;14:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6659178,1382397
Butik,1708,,Viktoriagatan 3,,682 30,FILIPSTAD,Värmlands län,0590/102 96,,,VÄRMLAND,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;18:00;;;0;_*2019-05-03;10:00;19:00;;;0;_*2019-05-04;10:00;14:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;18:00;;;0;_*2019-05-10;10:00;19:00;;;0;_*2019-05-11;10:00;14:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6622613,1408032
Butik,1709,,Kungsgatan 43,,681 31,KRISTINEHAMN,Värmlands län,0550/102 53,,,VÄRMLAND;LYRAN;BORGEN,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;19:00;;;0;_*2019-05-03;10:00;19:00;;;0;_*2019-05-04;10:00;15:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;19:00;;;0;_*2019-05-10;10:00;19:00;;;0;_*2019-05-11;10:00;15:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6577521,1403434
Butik,1710,,Kvarngatan 13,,686 30,SUNNE,Värmlands län,0565/105 43,,,VÄRMLAND;TEATERTORGET,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;18:00;;;0;_*2019-05-03;10:00;19:00;;;0;_*2019-05-04;10:00;14:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;18:00;;;0;_*2019-05-10;10:00;19:00;;;0;_*2019-05-11;10:00;14:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6638240.486,1350867.01
Butik,1711,,Tallbacksvägen 21 B,,684 30,MUNKFORS,Värmlands län,0563/506 27,,,VÄRMLAND,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;18:00;;;0;_*2019-05-03;10:00;18:00;;;0;_*2019-05-04;10:00;14:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;18:00;;;0;_*2019-05-10;10:00;18:00;;;0;_*2019-05-11;10:00;14:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6637291.945,1373338.595
Butik,1712,,Nya Torget 3,,685 30,TORSBY,Värmlands län,0560/101 66,,,VÄRMLAND;FRYKSÄNDEKYRKA,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;18:00;;;0;_*2019-05-03;10:00;19:00;;;0;_*2019-05-04;10:00;14:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;18:00;;;0;_*2019-05-10;10:00;19:00;;;0;_*2019-05-11;10:00;14:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6671785,1344587
Butik,1713,,Storgatan 47,,672 30,ÅRJÄNG,Värmlands län,0573/107 44,,,VÄRMLAND,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;18:00;;;0;_*2019-05-03;10:00;19:00;;;0;_*2019-05-04;10:00;15:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;18:00;;;0;_*2019-05-10;10:00;19:00;;;0;_*2019-05-11;10:00;15:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6591432.401,1291412.36
Butik,1714,,Sveagatan 99,,664 34,GRUMS,Värmlands län,0555/131 20,,,VÄRMLAND,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;18:00;;;0;_*2019-05-03;10:00;18:00;;;0;_*2019-05-04;10:00;14:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;18:00;;;0;_*2019-05-10;10:00;18:00;;;0;_*2019-05-11;10:00;14:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6584556,1346860
Butik,1715,,Helga Görlins gata 1,,673 32,CHARLOTTENBERG,Värmlands län,0571/212 01,,,VÄRMLAND;EDA;CHARLOTTENBERGS KÖPCENTER;CHARLOTTENBERG KÖPCENTER,2019-04-29;10:00;20:00;;;0;_*2019-04-30;10:00;20:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;20:00;;;0;_*2019-05-03;10:00;20:00;;;0;_*2019-05-04;09:00;15:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;20:00;;;0;_*2019-05-07;10:00;20:00;;;0;_*2019-05-08;10:00;20:00;;;0;_*2019-05-09;10:00;20:00;;;0;_*2019-05-10;10:00;20:00;;;0;_*2019-05-11;09:00;15:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;20:00;;;0;_*2019-05-14;10:00;20:00;;;0;,6645511,1303206
Butik,1716,,Åråsvägen 5,,663 30,SKOGHALL,Värmlands län,054/51 97 14,,,VÄRMLAND;HAMMARÖ,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;18:00;;;0;_*2019-05-03;10:00;19:00;;;0;_*2019-05-04;10:00;15:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;18:00;;;0;_*2019-05-10;10:00;19:00;;;0;_*2019-05-11;10:00;15:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6580620,1366872
Butik,1717,,Djupadalsgatan 12,,688 30,STORFORS,Värmlands län,0550/603 24,,,VÄRMLAND,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;18:00;;;0;_*2019-05-03;10:00;18:00;;;0;_*2019-05-04;10:00;14:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;18:00;;;0;_*2019-05-10;10:00;18:00;;;0;_*2019-05-11;10:00;14:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6602209,1413282
Butik,1718,Välsviken,Rävbergsvägen 17,,656 39,KARLSTAD,Värmlands län,054/220 92 02,,,,2019-04-29;10:00;19:00;;;0;_*2019-04-30;10:00;19:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;19:00;;;0;_*2019-05-03;10:00;19:00;;;0;_*2019-05-04;10:00;15:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;19:00;;;0;_*2019-05-07;10:00;19:00;;;0;_*2019-05-08;10:00;19:00;;;0;_*2019-05-09;10:00;19:00;;;0;_*2019-05-10;10:00;19:00;;;0;_*2019-05-11;10:00;15:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;19:00;;;0;_*2019-05-14;10:00;19:00;;;0;,6588304.031,1373365.202
Butik,1801,,Kungsgatan 11,,702 11,ÖREBRO,Örebro län,019/611 07 10,,Dryckesprovning,NÄRKE;GALLERIAN KOMPASSEN,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;19:00;;;0;_*2019-05-03;10:00;19:00;;;0;_*2019-05-04;10:00;15:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;19:00;;;0;_*2019-05-10;10:00;19:00;;;0;_*2019-05-11;10:00;15:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6572350,1466318
Butik,1802,Marieberg,Säljarevägen 3,,702 31,ÖREBRO,Örebro län,019/611 42 68,,,NÄRKE,2019-04-29;10:00;20:00;;;0;_*2019-04-30;10:00;20:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;20:00;;;0;_*2019-05-03;10:00;20:00;;;0;_*2019-05-04;10:00;15:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;20:00;;;0;_*2019-05-07;10:00;20:00;;;0;_*2019-05-08;10:00;20:00;;;0;_*2019-05-09;10:00;20:00;;;0;_*2019-05-10;10:00;20:00;;;0;_*2019-05-11;10:00;15:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;20:00;;;0;_*2019-05-14;10:00;20:00;;;0;,6566551,1461925
Butik,1803,Eurostop,Prologgatan 8,,703 70,ÖREBRO,Örebro län,019/25 71 49,,,NÄRKE;EUROSTOP,2019-04-29;10:00;20:00;;;0;_*2019-04-30;10:00;20:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;20:00;;;0;_*2019-05-03;10:00;20:00;;;0;_*2019-05-04;10:00;15:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;20:00;;;0;_*2019-05-07;10:00;20:00;;;0;_*2019-05-08;10:00;20:00;;;0;_*2019-05-09;10:00;20:00;;;0;_*2019-05-10;10:00;20:00;;;0;_*2019-05-11;10:00;15:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;20:00;;;0;_*2019-05-14;10:00;20:00;;;0;,6575072,1465487
Butik,1804,Tybblekullen,Sörbyängsvägen 26,,702 18,Örebro,Örebro län,019/10 09 93,,,,2019-04-29;10:00;19:00;;;0;_*2019-04-30;10:00;19:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;19:00;;;0;_*2019-05-03;10:00;19:00;;;0;_*2019-05-04;10:00;15:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;19:00;;;0;_*2019-05-07;10:00;19:00;;;0;_*2019-05-08;10:00;19:00;;;0;_*2019-05-09;10:00;19:00;;;0;_*2019-05-10;10:00;19:00;;;0;_*2019-05-11;10:00;15:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;19:00;;;0;_*2019-05-14;10:00;19:00;;;0;,6570314.089,1467247.636
Butik,1805,,Stortorget 4,,694 30,HALLSBERG,Örebro län,0582/139 75,,,NÄRKE;STORTORGET,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;18:00;;;0;_*2019-05-03;10:00;19:00;;;0;_*2019-05-04;10:00;14:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;18:00;;;0;_*2019-05-10;10:00;19:00;;;0;_*2019-05-11;10:00;14:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6549588,1460167
Butik,1806,,Köpmangatan 22,,692 30,KUMLA,Örebro län,019/57 01 58,,,NÄRKE;KUMLASLOTTET;KUMLA KYRKA,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;18:00;;;0;_*2019-05-03;10:00;19:00;;;0;_*2019-05-04;10:00;14:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;18:00;;;0;_*2019-05-10;10:00;19:00;;;0;_*2019-05-11;10:00;14:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6556259,1462092
Butik,1807,,Väderkvarnsgatan 15,,696 30,ASKERSUND,Örebro län,0583/100 49,,,NÄRKE,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;18:00;;;0;_*2019-05-03;10:00;18:00;;;0;_*2019-05-04;10:00;14:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;18:00;;;0;_*2019-05-10;10:00;18:00;;;0;_*2019-05-11;10:00;14:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6528921,1447992
Butik,1808,,Herrgårdsgatan 12,,693 31,DEGERFORS,Örebro län,0586/409 84,,,NÄRKE;POSTEN LOGISTIK,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;18:00;;;0;_*2019-05-03;10:00;18:00;;;0;_*2019-05-04;10:00;14:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;18:00;;;0;_*2019-05-10;10:00;18:00;;;0;_*2019-05-11;10:00;14:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6569387,1421650
Butik,1809,K-Center,Centrumleden 25,,691 31,KARLSKOGA,Örebro län,0586/307 46,,,NÄRKE,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;19:00;;;0;_*2019-05-03;10:00;19:00;;;0;_*2019-05-04;10:00;15:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;19:00;;;0;_*2019-05-10;10:00;19:00;;;0;_*2019-05-11;10:00;15:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6579057.792,1427114.625
Butik,1810,,Storgatan 11,,713 31,NORA,Örebro län,0587/100 72,,,NÄRKE;NORA GLASSKIOSK,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;18:00;;;0;_*2019-05-03;10:00;18:00;;;0;_*2019-05-04;10:00;14:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;18:00;;;0;_*2019-05-10;10:00;18:00;;;0;_*2019-05-11;10:00;14:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6600107,1456605
Butik,1811,,Kristinavägen 41,,711 30,LINDESBERG,Örebro län,0581/100 82,,,NÄRKE;KRISTINAKYRKAN,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;18:00;;;0;_*2019-05-03;10:00;19:00;;;0;_*2019-05-04;10:00;14:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;18:00;;;0;_*2019-05-10;10:00;19:00;;;0;_*2019-05-11;10:00;14:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6608414,1467292
Butik,1812,,Sikforsvägen 26-28,,712 30,HÄLLEFORS,Örebro län,0591/512 75,,,NÄRKE;HÄLLEFORS KOMMUNHUS,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;18:00;;;0;_*2019-05-03;10:00;18:00;;;0;_*2019-05-04;10:00;14:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;18:00;;;0;_*2019-05-10;10:00;18:00;;;0;_*2019-05-11;10:00;14:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6630018.953,1427850.635
Butik,1813,,Centrumtorget 19,,695 30,LAXÅ,Örebro län,0584/126 10,,,NÄRKE,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;18:00;;;0;_*2019-05-03;10:00;18:00;;;0;_*2019-05-04;10:00;14:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;18:00;;;0;_*2019-05-10;10:00;18:00;;;0;_*2019-05-11;10:00;14:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6541043,1431858
Butik,1814,,Gruvfogdegatan 1,,714 30,KOPPARBERG,Örebro län,0580/718 10,,,NÄRKE;LJUSNARSBERG,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;18:00;;;0;_*2019-05-03;10:00;18:00;;;0;_*2019-05-04;10:00;14:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;18:00;;;0;_*2019-05-10;10:00;18:00;;;0;_*2019-05-11;10:00;14:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6639883,1454506
Butik,1815,,Stickspåret 2 B,,716 30,FJUGESTA,Örebro län,0585/120 61,,,NÄRKE;LEKEBERG,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;18:00;;;0;_*2019-05-03;10:00;18:00;;;0;_*2019-05-04;10:00;14:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;18:00;;;0;_*2019-05-10;10:00;18:00;;;0;_*2019-05-11;10:00;14:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6561812.408,1446639.481
Butik,1901,City,Vasagatan 21,,722 15,VÄSTERÅS,Västmanlands län,021/14 83 50,,,VÄSTMANLAND;IGOR;IGORGALLERIAN;IGOR GALLERIA,2019-04-29;10:00;19:00;;;0;_*2019-04-30;10:00;19:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;19:00;;;0;_*2019-05-03;10:00;19:00;;;0;_*2019-05-04;10:00;15:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;19:00;;;0;_*2019-05-07;10:00;19:00;;;0;_*2019-05-08;10:00;19:00;;;0;_*2019-05-09;10:00;19:00;;;0;_*2019-05-10;10:00;19:00;;;0;_*2019-05-11;10:00;15:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;19:00;;;0;_*2019-05-14;10:00;19:00;;;0;,6610391.125,1541713.589
Butik,1902,Erikslund,Traversgatan 10 A,,721 38,VÄSTERÅS,Västmanlands län,021/81 19 12,,,VÄSTMANLAND,2019-04-29;10:00;20:00;;;0;_*2019-04-30;10:00;20:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;20:00;;;0;_*2019-05-03;10:00;20:00;;;0;_*2019-05-04;10:00;15:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;20:00;;;0;_*2019-05-07;10:00;20:00;;;0;_*2019-05-08;10:00;20:00;;;0;_*2019-05-09;10:00;20:00;;;0;_*2019-05-10;10:00;20:00;;;0;_*2019-05-11;10:00;15:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;20:00;;;0;_*2019-05-14;10:00;20:00;;;0;,6610900.771,1537199.822
Butik,1903,Hälla,Stockholmsvägen 136 B,,721 34,VÄSTERÅS,Västmanlands län,021/14 83 70,,,VÄSTMANLAND,2019-04-29;10:00;20:00;;;0;_*2019-04-30;10:00;20:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;20:00;;;0;_*2019-05-03;10:00;20:00;;;0;_*2019-05-04;10:00;15:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;20:00;;;0;_*2019-05-07;10:00;20:00;;;0;_*2019-05-08;10:00;20:00;;;0;_*2019-05-09;10:00;20:00;;;0;_*2019-05-10;10:00;20:00;;;0;_*2019-05-11;10:00;15:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;20:00;;;0;_*2019-05-14;10:00;20:00;;;0;,6610119,1545973
Butik,1904,,Stenbygatan 1,,721 36,Västerås,Västmanlands län,021/12 14 40,,,,2019-04-29;10:00;19:00;;;0;_*2019-04-30;10:00;19:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;19:00;;;0;_*2019-05-03;10:00;19:00;;;0;_*2019-05-04;10:00;15:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;19:00;;;0;_*2019-05-07;10:00;19:00;;;0;_*2019-05-08;10:00;19:00;;;0;_*2019-05-09;10:00;19:00;;;0;_*2019-05-10;10:00;19:00;;;0;_*2019-05-11;10:00;15:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;19:00;;;0;_*2019-05-14;10:00;19:00;;;0;,6613062.953,1543042.225
Butik,1905,,Drottninggatan 15,,736 31,KUNGSÖR,Västmanlands län,0227/121 10,,,VÄSTMANLAND;KUNG KARLSKYRKAN;KUNG-KARLSKYRKAN;KUNGKARLSKYRKAN,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;18:00;;;0;_*2019-05-03;10:00;18:00;;;0;_*2019-05-04;10:00;14:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;18:00;;;0;_*2019-05-10;10:00;18:00;;;0;_*2019-05-11;10:00;14:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6589258,1516549
